ticket_id,sla_limit_hours,resolution_hours,sla_breached,first_response_minutes,uptime_impact_minutes
TKT-15184,24,17.75,0.0,74.0,0.0
TKT-15185,4,0.75,0.0,85.0,57.0
TKT-15186,8,,,,242.0
TKT-15187,72,43.67,0.0,7.0,0.0
TKT-15188,4,3.22,0.0,76.0,57.0
TKT-15189,72,14.34,0.0,80.0,0.0
TKT-15190,4,3.67,0.0,117.0,254.0
TKT-15191,8,2.97,0.0,31.0,283.0
TKT-15192,72,119.61,1.0,46.0,0.0
TKT-15193,72,105.58,1.0,94.0,0.0
TKT-15194,8,6.95,0.0,105.0,233.0
TKT-15195,24,1.5,0.0,6.0,0.0
TKT-15196,72,68.97,0.0,102.0,0.0
TKT-15197,24,19.11,0.0,105.0,0.0
TKT-15198,24,47.48,1.0,72.0,0.0
TKT-15199,72,50.11,0.0,113.0,0.0
TKT-15200,8,1.51,0.0,34.0,87.0
TKT-15201,72,43.43,0.0,89.0,0.0
TKT-15202,72,58.41,0.0,48.0,0.0
TKT-15203,4,2.7,0.0,78.0,43.0
TKT-15204,24,3.66,0.0,87.0,0.0
TKT-15205,24,4.83,0.0,50.0,0.0
TKT-15206,24,,,,0.0
TKT-15207,8,17.56,1.0,7.0,260.0
TKT-15208,24,3.84,0.0,53.0,0.0
TKT-15209,24,13.34,0.0,12.0,0.0
TKT-15210,72,,,,0.0
TKT-15211,8,21.57,1.0,94.0,285.0
TKT-15212,72,21.76,0.0,42.0,0.0
TKT-15213,4,5.02,1.0,18.0,15.0
TKT-15214,4,0.45,0.0,104.0,228.0
TKT-15215,72,7.6,0.0,92.0,0.0
TKT-15216,72,11.01,0.0,86.0,0.0
TKT-15217,8,6.85,0.0,115.0,198.0
TKT-15218,72,45.9,0.0,44.0,0.0
TKT-15219,72,104.69,1.0,94.0,0.0
TKT-15220,8,3.27,0.0,84.0,129.0
TKT-15221,8,4.98,0.0,62.0,293.0
TKT-15222,8,1.16,0.0,75.0,213.0
TKT-15223,72,18.84,0.0,37.0,0.0
TKT-15224,72,11.88,0.0,89.0,0.0
TKT-15225,72,15.53,0.0,50.0,0.0
TKT-15226,8,2.68,0.0,98.0,299.0
TKT-15227,72,,,,0.0
TKT-15228,8,6.91,0.0,92.0,299.0
TKT-15229,24,10.06,0.0,47.0,0.0
TKT-15230,72,83.17,1.0,36.0,0.0
TKT-15231,24,15.47,0.0,63.0,0.0
TKT-15232,8,,,,266.0
TKT-15233,72,63.36,0.0,107.0,0.0
TKT-15234,8,,,,298.0
TKT-15235,72,42.29,0.0,9.0,0.0
TKT-15236,8,1.32,0.0,59.0,134.0
TKT-15237,72,4.14,0.0,33.0,0.0
TKT-15238,24,22.66,0.0,30.0,0.0
TKT-15239,24,20.73,0.0,84.0,0.0
TKT-15240,72,0.14,0.0,60.0,0.0
TKT-15241,72,60.48,0.0,50.0,0.0
TKT-15242,8,2.4,0.0,61.0,281.0
TKT-15243,24,70.7,1.0,11.0,0.0
TKT-15244,4,2.31,0.0,50.0,87.0
TKT-15245,72,2.09,0.0,20.0,0.0
TKT-15246,4,23.69,1.0,107.0,289.0
TKT-15247,24,35.58,1.0,104.0,0.0
TKT-15248,72,10.27,0.0,110.0,0.0
TKT-15249,72,91.52,1.0,84.0,0.0
TKT-15250,24,18.05,0.0,87.0,0.0
TKT-15251,4,2.03,0.0,53.0,129.0
TKT-15252,72,64.3,0.0,27.0,0.0
TKT-15253,8,5.77,0.0,93.0,46.0
TKT-15254,24,5.29,0.0,83.0,0.0
TKT-15255,72,10.55,0.0,11.0,0.0
TKT-15256,72,43.51,0.0,91.0,0.0
TKT-15257,72,57.43,0.0,112.0,0.0
TKT-15258,24,23.19,0.0,116.0,0.0
TKT-15259,24,34.88,1.0,96.0,0.0
TKT-15260,72,36.92,0.0,99.0,0.0
TKT-15261,8,4.36,0.0,14.0,32.0
TKT-15262,24,7.23,0.0,61.0,0.0
TKT-15263,4,1.39,0.0,114.0,254.0
TKT-15264,72,14.4,0.0,18.0,0.0
TKT-15265,24,14.38,0.0,92.0,0.0
TKT-15266,24,10.8,0.0,77.0,0.0
TKT-15267,72,62.75,0.0,37.0,0.0
TKT-15268,24,19.95,0.0,103.0,0.0
TKT-15269,72,18.01,0.0,18.0,0.0
TKT-15270,4,41.27,1.0,93.0,286.0
TKT-15271,8,2.83,0.0,46.0,168.0
TKT-15272,4,0.74,0.0,105.0,122.0
TKT-15273,72,28.17,0.0,114.0,0.0
TKT-15274,72,89.23,1.0,16.0,0.0
TKT-15275,72,66.55,0.0,79.0,0.0
TKT-15276,8,6.88,0.0,92.0,113.0
TKT-15277,24,23.4,0.0,70.0,0.0
TKT-15278,8,0.71,0.0,91.0,17.0
TKT-15279,24,19.85,0.0,89.0,0.0
TKT-15280,72,5.78,0.0,99.0,0.0
TKT-15281,24,7.62,0.0,92.0,0.0
TKT-15282,8,31.87,1.0,105.0,104.0
TKT-15283,72,21.25,0.0,31.0,0.0
TKT-15284,72,84.73,1.0,95.0,0.0
TKT-15285,8,1.17,0.0,64.0,191.0
TKT-15286,72,14.17,0.0,90.0,0.0
TKT-15287,24,11.59,0.0,116.0,0.0
TKT-15288,4,,,,184.0
TKT-15289,72,64.13,0.0,98.0,0.0
TKT-15290,24,0.99,0.0,25.0,0.0
TKT-15291,72,54.57,0.0,109.0,0.0
TKT-15292,72,50.1,0.0,110.0,0.0
TKT-15293,4,33.3,1.0,23.0,254.0
TKT-15294,4,0.19,0.0,110.0,287.0
TKT-15295,8,,,,68.0
TKT-15296,72,60.39,0.0,15.0,0.0
TKT-15297,24,65.42,1.0,8.0,0.0
TKT-15298,4,,,,155.0
TKT-15299,8,2.65,0.0,114.0,197.0
TKT-15300,24,15.87,0.0,53.0,0.0
TKT-15301,8,7.87,0.0,74.0,37.0
TKT-15302,72,30.78,0.0,95.0,0.0
TKT-15303,72,35.72,0.0,105.0,0.0
TKT-15304,8,,,,11.0
TKT-15305,24,,,,0.0
TKT-15306,72,59.25,0.0,119.0,0.0
TKT-15307,72,18.19,0.0,23.0,0.0
TKT-15308,8,,,,275.0
TKT-15309,24,,,,0.0
TKT-15310,72,42.9,0.0,101.0,0.0
TKT-15311,24,21.54,0.0,13.0,0.0
TKT-15312,24,8.01,0.0,88.0,0.0
TKT-15313,8,39.74,1.0,30.0,53.0
TKT-15314,8,0.36,0.0,110.0,169.0
TKT-15315,24,14.69,0.0,101.0,0.0
TKT-15316,24,42.04,1.0,46.0,0.0
TKT-15317,24,3.61,0.0,6.0,0.0
TKT-15318,72,12.8,0.0,17.0,0.0
TKT-15319,8,39.01,1.0,97.0,83.0
TKT-15320,72,16.01,0.0,9.0,0.0
TKT-15321,8,2.79,0.0,42.0,196.0
TKT-15322,72,6.27,0.0,100.0,0.0
TKT-15323,72,24.72,0.0,86.0,0.0
TKT-15324,72,38.43,0.0,68.0,0.0
TKT-15325,24,49.0,1.0,55.0,0.0
TKT-15326,8,7.14,0.0,110.0,265.0
TKT-15327,72,29.75,0.0,23.0,0.0
TKT-15328,24,13.42,0.0,65.0,0.0
TKT-15329,4,0.81,0.0,44.0,223.0
TKT-15330,72,39.07,0.0,58.0,0.0
TKT-15331,4,,,,265.0
TKT-15332,24,15.1,0.0,116.0,0.0
TKT-15333,24,16.58,0.0,16.0,0.0
TKT-15334,24,11.01,0.0,11.0,0.0
TKT-15335,4,1.75,0.0,83.0,257.0
TKT-15336,24,11.87,0.0,26.0,0.0
TKT-15337,72,13.38,0.0,24.0,0.0
TKT-15338,72,49.14,0.0,36.0,0.0
TKT-15339,72,,,,0.0
TKT-15340,72,,,,0.0
TKT-15341,72,,,,0.0
TKT-15342,24,20.95,0.0,82.0,0.0
TKT-15343,72,52.77,0.0,14.0,0.0
TKT-15344,8,2.43,0.0,93.0,94.0
TKT-15345,72,,,,0.0
TKT-15346,24,50.6,1.0,48.0,0.0
TKT-15347,8,3.54,0.0,75.0,44.0
TKT-15348,8,1.31,0.0,99.0,221.0
TKT-15349,4,1.22,0.0,42.0,58.0
TKT-15350,8,0.37,0.0,52.0,94.0
TKT-15351,4,3.7,0.0,58.0,289.0
TKT-15352,24,23.5,0.0,99.0,0.0
TKT-15353,24,21.98,0.0,72.0,0.0
TKT-15354,24,0.14,0.0,42.0,0.0
TKT-15355,72,11.16,0.0,57.0,0.0
TKT-15356,24,17.37,0.0,91.0,0.0
TKT-15357,8,5.13,0.0,23.0,43.0
TKT-15358,4,35.2,1.0,41.0,190.0
TKT-15359,72,9.28,0.0,48.0,0.0
TKT-15360,24,65.68,1.0,109.0,0.0
TKT-15361,8,,,,226.0
TKT-15362,24,14.16,0.0,57.0,0.0
TKT-15363,72,28.32,0.0,77.0,0.0
TKT-15364,24,19.77,0.0,39.0,0.0
TKT-15365,72,21.38,0.0,64.0,0.0
TKT-15366,24,16.03,0.0,93.0,0.0
TKT-15367,72,67.99,0.0,110.0,0.0
TKT-15368,8,,,,187.0
TKT-15369,24,3.58,0.0,119.0,0.0
TKT-15370,72,41.0,0.0,52.0,0.0
TKT-15371,24,7.72,0.0,70.0,0.0
TKT-15372,24,19.25,0.0,77.0,0.0
TKT-15373,24,14.02,0.0,112.0,0.0
TKT-15374,72,64.43,0.0,95.0,0.0
TKT-15375,72,31.15,0.0,13.0,0.0
TKT-15376,8,7.5,0.0,69.0,274.0
TKT-15377,72,50.23,0.0,57.0,0.0
TKT-15378,4,3.15,0.0,54.0,223.0
TKT-15379,72,34.93,0.0,25.0,0.0
TKT-15380,72,113.35,1.0,29.0,0.0
TKT-15381,24,,,,0.0
TKT-15382,72,13.46,0.0,30.0,0.0
TKT-15383,24,,,,0.0
TKT-15384,24,14.38,0.0,43.0,0.0
TKT-15385,72,40.5,0.0,8.0,0.0
TKT-15386,24,,,,0.0
TKT-15387,24,1.99,0.0,93.0,0.0
TKT-15388,4,51.28,1.0,108.0,265.0
TKT-15389,24,18.4,0.0,17.0,0.0
TKT-15390,24,1.46,0.0,41.0,0.0
TKT-15391,72,38.33,0.0,75.0,0.0
TKT-15392,24,7.11,0.0,52.0,0.0
TKT-15393,4,0.55,0.0,26.0,146.0
TKT-15394,72,40.81,0.0,20.0,0.0
TKT-15395,72,87.79,1.0,61.0,0.0
TKT-15396,8,4.94,0.0,111.0,46.0
TKT-15397,72,2.89,0.0,63.0,0.0
TKT-15398,24,23.2,0.0,28.0,0.0
TKT-15399,72,31.27,0.0,82.0,0.0
TKT-15400,24,10.05,0.0,58.0,0.0
TKT-15401,72,34.02,0.0,36.0,0.0
TKT-15402,72,48.88,0.0,61.0,0.0
TKT-15403,72,25.17,0.0,103.0,0.0
TKT-15404,24,17.5,0.0,90.0,0.0
TKT-15405,72,54.34,0.0,69.0,0.0
TKT-15406,24,20.36,0.0,103.0,0.0
TKT-15407,4,3.6,0.0,78.0,296.0
TKT-15408,72,53.0,0.0,10.0,0.0
TKT-15409,24,6.84,0.0,63.0,0.0
TKT-15410,4,1.68,0.0,24.0,135.0
TKT-15411,24,6.97,0.0,75.0,0.0
TKT-15412,4,3.62,0.0,105.0,92.0
TKT-15413,72,34.93,0.0,27.0,0.0
TKT-15414,8,7.03,0.0,51.0,173.0
TKT-15415,8,6.95,0.0,15.0,101.0
TKT-15416,72,17.13,0.0,60.0,0.0
TKT-15417,24,10.27,0.0,97.0,0.0
TKT-15418,4,0.6,0.0,113.0,36.0
TKT-15419,72,56.0,0.0,85.0,0.0
TKT-15420,72,24.25,0.0,19.0,0.0
TKT-15421,8,4.92,0.0,40.0,38.0
TKT-15422,4,0.82,0.0,36.0,224.0
TKT-15423,72,4.22,0.0,23.0,0.0
TKT-15424,24,11.43,0.0,69.0,0.0
TKT-15425,24,16.04,0.0,89.0,0.0
TKT-15426,24,13.73,0.0,79.0,0.0
TKT-15427,24,3.5,0.0,6.0,0.0
TKT-15428,72,35.21,0.0,37.0,0.0
TKT-15429,24,14.02,0.0,54.0,0.0
TKT-15430,8,7.45,0.0,65.0,246.0
TKT-15431,72,14.75,0.0,9.0,0.0
TKT-15432,24,22.25,0.0,33.0,0.0
TKT-15433,24,60.26,1.0,105.0,0.0
TKT-15434,72,11.56,0.0,85.0,0.0
TKT-15435,72,62.29,0.0,69.0,0.0
TKT-15436,72,108.91,1.0,74.0,0.0
TKT-15437,72,63.86,0.0,28.0,0.0
TKT-15438,24,20.0,0.0,86.0,0.0
TKT-15439,24,3.09,0.0,17.0,0.0
TKT-15440,72,,,,0.0
TKT-15441,24,21.76,0.0,19.0,0.0
TKT-15442,24,16.67,0.0,47.0,0.0
TKT-15443,24,23.13,0.0,98.0,0.0
TKT-15444,24,19.9,0.0,34.0,0.0
TKT-15445,24,51.39,1.0,32.0,0.0
TKT-15446,72,,,,0.0
TKT-15447,72,31.63,0.0,74.0,0.0
TKT-15448,72,8.51,0.0,38.0,0.0
TKT-15449,8,,,,203.0
TKT-15450,72,56.05,0.0,66.0,0.0
TKT-15451,8,4.2,0.0,12.0,28.0
TKT-15452,72,92.22,1.0,51.0,0.0
TKT-15453,72,6.86,0.0,36.0,0.0
TKT-15454,8,,,,64.0
TKT-15455,72,21.81,0.0,67.0,0.0
TKT-15456,24,26.37,1.0,74.0,0.0
TKT-15457,72,,,,0.0
TKT-15458,72,62.52,0.0,14.0,0.0
TKT-15459,24,17.95,0.0,96.0,0.0
TKT-15460,24,,,,0.0
TKT-15461,4,0.83,0.0,89.0,119.0
TKT-15462,24,,,,0.0
TKT-15463,72,51.7,0.0,60.0,0.0
TKT-15464,72,33.93,0.0,61.0,0.0
TKT-15465,72,6.74,0.0,61.0,0.0
TKT-15466,72,44.83,0.0,110.0,0.0
TKT-15467,24,,,,0.0
TKT-15468,72,73.62,1.0,29.0,0.0
TKT-15469,24,,,,0.0
TKT-15470,72,38.12,0.0,49.0,0.0
TKT-15471,72,89.02,1.0,73.0,0.0
TKT-15472,72,70.33,0.0,31.0,0.0
TKT-15473,72,61.93,0.0,58.0,0.0
TKT-15474,8,7.22,0.0,113.0,14.0
TKT-15475,72,103.42,1.0,63.0,0.0
TKT-15476,8,1.51,0.0,93.0,102.0
TKT-15477,72,113.89,1.0,88.0,0.0
TKT-15478,24,16.67,0.0,104.0,0.0
TKT-15479,24,15.0,0.0,116.0,0.0
TKT-15480,24,4.65,0.0,68.0,0.0
TKT-15481,24,4.9,0.0,58.0,0.0
TKT-15482,8,2.02,0.0,24.0,245.0
TKT-15483,72,78.09,1.0,83.0,0.0
TKT-15484,24,18.9,0.0,39.0,0.0
TKT-15485,8,,,,119.0
TKT-15486,8,2.4,0.0,78.0,177.0
TKT-15487,24,10.68,0.0,45.0,0.0
TKT-15488,72,,,,0.0
TKT-15489,8,3.47,0.0,66.0,141.0
TKT-15490,72,,,,0.0
TKT-15491,72,85.03,1.0,64.0,0.0
TKT-15492,24,8.15,0.0,82.0,0.0
TKT-15493,4,0.49,0.0,81.0,140.0
TKT-15494,8,1.89,0.0,114.0,214.0
TKT-15495,72,,,,0.0
TKT-15496,72,3.15,0.0,65.0,0.0
TKT-15497,4,3.14,0.0,61.0,268.0
TKT-15498,4,0.96,0.0,45.0,220.0
TKT-15499,24,5.21,0.0,99.0,0.0
TKT-15500,8,6.96,0.0,93.0,23.0
TKT-15501,24,12.66,0.0,53.0,0.0
TKT-15502,72,13.09,0.0,102.0,0.0
TKT-15503,24,,,,0.0
TKT-15504,24,23.75,0.0,47.0,0.0
TKT-15505,72,47.12,0.0,96.0,0.0
TKT-15506,24,,,,0.0
TKT-15507,8,6.9,0.0,88.0,128.0
TKT-15508,24,7.48,0.0,31.0,0.0
TKT-15509,72,62.71,0.0,117.0,0.0
TKT-15510,24,,,,0.0
TKT-15511,24,14.13,0.0,47.0,0.0
TKT-15512,8,46.53,1.0,21.0,85.0
TKT-15513,72,3.45,0.0,28.0,0.0
TKT-15514,24,23.39,0.0,91.0,0.0
TKT-15515,72,4.93,0.0,105.0,0.0
TKT-15516,24,8.9,0.0,105.0,0.0
TKT-15517,24,17.09,0.0,30.0,0.0
TKT-15518,72,21.22,0.0,33.0,0.0
TKT-15519,72,8.57,0.0,15.0,0.0
TKT-15520,72,67.34,0.0,34.0,0.0
TKT-15521,24,,,,0.0
TKT-15522,24,19.32,0.0,60.0,0.0
TKT-15523,24,43.52,1.0,106.0,0.0
TKT-15524,72,108.0,1.0,104.0,0.0
TKT-15525,72,17.4,0.0,52.0,0.0
TKT-15526,24,20.45,0.0,104.0,0.0
TKT-15527,72,42.63,0.0,47.0,0.0
TKT-15528,24,,,,0.0
TKT-15529,72,36.37,0.0,59.0,0.0
TKT-15530,24,2.97,0.0,47.0,0.0
TKT-15531,72,,,,0.0
TKT-15532,8,3.08,0.0,17.0,142.0
TKT-15533,72,62.1,0.0,41.0,0.0
TKT-15534,72,,,,0.0
TKT-15535,72,4.54,0.0,21.0,0.0
TKT-15536,24,19.75,0.0,22.0,0.0
TKT-15537,24,20.07,0.0,110.0,0.0
TKT-15538,72,62.92,0.0,13.0,0.0
TKT-15539,72,,,,0.0
TKT-15540,72,,,,0.0
TKT-15541,72,62.67,0.0,25.0,0.0
TKT-15542,8,2.51,0.0,23.0,26.0
TKT-15543,72,80.79,1.0,78.0,0.0
TKT-15544,72,20.49,0.0,17.0,0.0
TKT-15545,8,3.5,0.0,93.0,125.0
TKT-15546,72,2.64,0.0,60.0,0.0
TKT-15547,24,,,,0.0
TKT-15548,72,25.27,0.0,31.0,0.0
TKT-15549,24,8.92,0.0,117.0,0.0
TKT-15550,8,33.3,1.0,116.0,210.0
TKT-15551,8,3.85,0.0,78.0,268.0
TKT-15552,72,108.78,1.0,86.0,0.0
TKT-15553,8,3.74,0.0,113.0,38.0
TKT-15554,4,1.59,0.0,18.0,182.0
TKT-15555,4,0.15,0.0,105.0,238.0
TKT-15556,72,66.07,0.0,97.0,0.0
TKT-15557,24,,,,0.0
TKT-15558,24,35.04,1.0,37.0,0.0
TKT-15559,8,7.6,0.0,19.0,64.0
TKT-15560,24,,,,0.0
TKT-15561,72,101.09,1.0,13.0,0.0
TKT-15562,72,48.85,0.0,9.0,0.0
TKT-15563,72,13.92,0.0,52.0,0.0
TKT-15564,8,,,,281.0
TKT-15565,24,14.9,0.0,72.0,0.0
TKT-15566,72,36.74,0.0,32.0,0.0
TKT-15567,72,56.14,0.0,109.0,0.0
TKT-15568,8,0.91,0.0,27.0,296.0
TKT-15569,72,59.75,0.0,67.0,0.0
TKT-15570,72,116.64,1.0,24.0,0.0
TKT-15571,72,117.73,1.0,38.0,0.0
TKT-15572,4,3.77,0.0,29.0,270.0
TKT-15573,24,8.76,0.0,117.0,0.0
TKT-15574,24,6.25,0.0,31.0,0.0
TKT-15575,24,44.12,1.0,119.0,0.0
TKT-15576,72,28.05,0.0,116.0,0.0
TKT-15577,24,31.05,1.0,72.0,0.0
TKT-15578,72,30.78,0.0,18.0,0.0
TKT-15579,72,61.74,0.0,5.0,0.0
TKT-15580,24,16.24,0.0,92.0,0.0
TKT-15581,24,4.89,0.0,77.0,0.0
TKT-15582,24,,,,0.0
TKT-15583,4,1.31,0.0,108.0,98.0
TKT-15584,24,19.03,0.0,65.0,0.0
TKT-15585,8,1.82,0.0,82.0,185.0
TKT-15586,72,62.35,0.0,34.0,0.0
TKT-15587,8,4.02,0.0,38.0,215.0
TKT-15588,24,9.02,0.0,58.0,0.0
TKT-15589,72,87.62,1.0,73.0,0.0
TKT-15590,24,13.5,0.0,64.0,0.0
TKT-15591,72,30.81,0.0,84.0,0.0
TKT-15592,24,4.56,0.0,96.0,0.0
TKT-15593,4,,,,100.0
TKT-15594,24,8.99,0.0,103.0,0.0
TKT-15595,72,3.55,0.0,54.0,0.0
TKT-15596,72,50.92,0.0,72.0,0.0
TKT-15597,72,26.32,0.0,21.0,0.0
TKT-15598,72,53.96,0.0,16.0,0.0
TKT-15599,4,,,,265.0
TKT-15600,4,3.43,0.0,58.0,178.0
TKT-15601,72,54.36,0.0,82.0,0.0
TKT-15602,8,4.59,0.0,104.0,140.0
TKT-15603,72,33.99,0.0,64.0,0.0
TKT-15604,72,33.03,0.0,50.0,0.0
TKT-15605,8,2.81,0.0,25.0,153.0
TKT-15606,24,71.86,1.0,49.0,0.0
TKT-15607,24,17.99,0.0,34.0,0.0
TKT-15608,24,10.43,0.0,18.0,0.0
TKT-15609,24,13.35,0.0,36.0,0.0
TKT-15610,72,48.93,0.0,30.0,0.0
TKT-15611,72,50.0,0.0,83.0,0.0
TKT-15612,72,64.32,0.0,74.0,0.0
TKT-15613,8,5.88,0.0,38.0,287.0
TKT-15614,24,12.74,0.0,60.0,0.0
TKT-15615,24,3.12,0.0,89.0,0.0
TKT-15616,4,2.91,0.0,114.0,237.0
TKT-15617,8,1.11,0.0,103.0,159.0
TKT-15618,24,5.64,0.0,98.0,0.0
TKT-15619,4,3.51,0.0,20.0,293.0
TKT-15620,72,24.48,0.0,61.0,0.0
TKT-15621,72,32.33,0.0,67.0,0.0
TKT-15622,72,59.79,0.0,28.0,0.0
TKT-15623,72,26.06,0.0,68.0,0.0
TKT-15624,72,46.01,0.0,76.0,0.0
TKT-15625,8,46.92,1.0,85.0,53.0
TKT-15626,72,57.62,0.0,109.0,0.0
TKT-15627,72,17.36,0.0,95.0,0.0
TKT-15628,72,,,,0.0
TKT-15629,8,3.98,0.0,119.0,135.0
TKT-15630,72,13.39,0.0,83.0,0.0
TKT-15631,72,,,,0.0
TKT-15632,72,53.6,0.0,8.0,0.0
TKT-15633,72,24.3,0.0,83.0,0.0
TKT-15634,72,73.25,1.0,37.0,0.0
TKT-15635,8,5.54,0.0,90.0,221.0
TKT-15636,24,16.65,0.0,112.0,0.0
TKT-15637,24,11.22,0.0,113.0,0.0
TKT-15638,24,18.41,0.0,22.0,0.0
TKT-15639,24,9.02,0.0,118.0,0.0
TKT-15640,72,60.0,0.0,10.0,0.0
TKT-15641,72,18.69,0.0,87.0,0.0
TKT-15642,8,5.01,0.0,86.0,280.0
TKT-15643,72,,,,0.0
TKT-15644,72,49.95,0.0,10.0,0.0
TKT-15645,24,23.24,0.0,112.0,0.0
TKT-15646,24,22.84,0.0,117.0,0.0
TKT-15647,72,17.92,0.0,44.0,0.0
TKT-15648,72,31.12,0.0,39.0,0.0
TKT-15649,72,23.04,0.0,62.0,0.0
TKT-15650,72,67.74,0.0,53.0,0.0
TKT-15651,72,25.08,0.0,101.0,0.0
TKT-15652,72,55.89,0.0,48.0,0.0
TKT-15653,24,21.89,0.0,80.0,0.0
TKT-15654,72,46.66,0.0,52.0,0.0
TKT-15655,24,1.14,0.0,36.0,0.0
TKT-15656,4,1.52,0.0,117.0,40.0
TKT-15657,72,57.16,0.0,20.0,0.0
TKT-15658,24,17.15,0.0,99.0,0.0
TKT-15659,72,,,,0.0
TKT-15660,24,1.9,0.0,83.0,0.0
TKT-15661,8,3.52,0.0,38.0,32.0
TKT-15662,8,33.42,1.0,49.0,65.0
TKT-15663,4,1.39,0.0,38.0,177.0
TKT-15664,8,37.85,1.0,13.0,50.0
TKT-15665,72,10.66,0.0,68.0,0.0
TKT-15666,8,6.25,0.0,66.0,89.0
TKT-15667,72,45.24,0.0,77.0,0.0
TKT-15668,72,29.43,0.0,108.0,0.0
TKT-15669,24,17.84,0.0,48.0,0.0
TKT-15670,24,13.96,0.0,90.0,0.0
TKT-15671,8,4.91,0.0,74.0,218.0
TKT-15672,24,20.33,0.0,19.0,0.0
TKT-15673,72,101.17,1.0,59.0,0.0
TKT-15674,72,26.4,0.0,119.0,0.0
TKT-15675,24,21.23,0.0,77.0,0.0
TKT-15676,24,11.1,0.0,111.0,0.0
TKT-15677,24,4.65,0.0,44.0,0.0
TKT-15678,8,1.17,0.0,105.0,87.0
TKT-15679,24,2.6,0.0,28.0,0.0
TKT-15680,72,63.63,0.0,46.0,0.0
TKT-15681,24,14.45,0.0,84.0,0.0
TKT-15682,24,4.81,0.0,16.0,0.0
TKT-15683,4,2.04,0.0,97.0,161.0
TKT-15684,8,7.19,0.0,86.0,100.0
TKT-15685,72,6.7,0.0,66.0,0.0
TKT-15686,8,1.69,0.0,9.0,194.0
TKT-15687,72,92.01,1.0,53.0,0.0
TKT-15688,8,4.64,0.0,72.0,112.0
TKT-15689,4,0.14,0.0,84.0,110.0
TKT-15690,24,13.55,0.0,96.0,0.0
TKT-15691,72,53.93,0.0,94.0,0.0
TKT-15692,4,1.94,0.0,18.0,233.0
TKT-15693,24,21.99,0.0,24.0,0.0
TKT-15694,72,,,,0.0
TKT-15695,72,59.1,0.0,100.0,0.0
TKT-15696,24,15.59,0.0,10.0,0.0
TKT-15697,72,54.29,0.0,47.0,0.0
TKT-15698,72,58.89,0.0,68.0,0.0
TKT-15699,72,43.87,0.0,93.0,0.0
TKT-15700,72,35.97,0.0,26.0,0.0
TKT-15701,8,1.14,0.0,6.0,63.0
TKT-15702,72,,,,0.0
TKT-15703,72,43.22,0.0,16.0,0.0
TKT-15704,72,12.95,0.0,77.0,0.0
TKT-15705,72,0.87,0.0,102.0,0.0
TKT-15706,72,36.97,0.0,108.0,0.0
TKT-15707,72,26.13,0.0,44.0,0.0
TKT-15708,72,41.6,0.0,23.0,0.0
TKT-15709,72,37.38,0.0,47.0,0.0
TKT-15710,72,23.43,0.0,33.0,0.0
TKT-15711,8,,,,18.0
TKT-15712,72,17.05,0.0,110.0,0.0
TKT-15713,4,2.63,0.0,28.0,243.0
TKT-15714,24,4.39,0.0,42.0,0.0
TKT-15715,24,43.69,1.0,60.0,0.0
TKT-15716,8,2.55,0.0,58.0,161.0
TKT-15717,72,,,,0.0
TKT-15718,72,67.39,0.0,112.0,0.0
TKT-15719,72,30.79,0.0,19.0,0.0
TKT-15720,8,4.95,0.0,104.0,10.0
TKT-15721,72,45.33,0.0,45.0,0.0
TKT-15722,72,45.59,0.0,76.0,0.0
TKT-15723,72,19.16,0.0,55.0,0.0
TKT-15724,4,2.32,0.0,41.0,275.0
TKT-15725,8,33.71,1.0,36.0,268.0
TKT-15726,8,3.2,0.0,64.0,34.0
TKT-15727,24,10.79,0.0,28.0,0.0
TKT-15728,24,3.93,0.0,44.0,0.0
TKT-15729,8,7.39,0.0,64.0,246.0
TKT-15730,72,47.37,0.0,45.0,0.0
TKT-15731,72,94.61,1.0,85.0,0.0
TKT-15732,72,44.09,0.0,81.0,0.0
TKT-15733,8,14.17,1.0,96.0,245.0
TKT-15734,72,,,,0.0
TKT-15735,8,2.03,0.0,13.0,147.0
TKT-15736,4,2.37,0.0,75.0,163.0
TKT-15737,72,38.05,0.0,56.0,0.0
TKT-15738,24,15.71,0.0,71.0,0.0
TKT-15739,24,19.39,0.0,79.0,0.0
TKT-15740,8,51.67,1.0,73.0,68.0
TKT-15741,72,57.88,0.0,45.0,0.0
TKT-15742,72,,,,0.0
TKT-15743,24,14.82,0.0,42.0,0.0
TKT-15744,72,24.09,0.0,94.0,0.0
TKT-15745,24,21.03,0.0,68.0,0.0
TKT-15746,24,0.31,0.0,74.0,0.0
TKT-15747,72,41.07,0.0,113.0,0.0
TKT-15748,4,1.67,0.0,32.0,229.0
TKT-15749,72,65.63,0.0,84.0,0.0
TKT-15750,4,2.1,0.0,28.0,116.0
TKT-15751,24,22.58,0.0,27.0,0.0
TKT-15752,72,37.99,0.0,12.0,0.0
TKT-15753,24,23.13,0.0,19.0,0.0
TKT-15754,72,,,,0.0
TKT-15755,24,48.0,1.0,111.0,0.0
TKT-15756,4,0.98,0.0,86.0,101.0
TKT-15757,72,115.89,1.0,13.0,0.0
TKT-15758,24,22.85,0.0,108.0,0.0
TKT-15759,24,9.33,0.0,61.0,0.0
TKT-15760,4,3.31,0.0,70.0,119.0
TKT-15761,24,2.18,0.0,54.0,0.0
TKT-15762,72,36.65,0.0,31.0,0.0
TKT-15763,24,,,,0.0
TKT-15764,8,3.96,0.0,44.0,58.0
